Date,Open,High,Low,Close,Volume,Company Name
2023-04-03,27.491148285481188,27.981828863937736,27.31826022166778,27.94685173034668,398716000.0,NVIDIA
2023-04-04,27.947846244856994,27.9818245711644,27.2892736200861,27.435178756713867,368592000.0,NVIDIA
2023-04-05,26.811587704555983,26.98047673794311,26.37786936739354,26.863554000854492,515015000.0,NVIDIA
2023-04-06,26.566744158591717,27.062422498432785,26.409846477836556,27.019451141357422,397654000.0,NVIDIA
2023-04-10,26.805590178121808,27.603072562534653,26.651690804540983,27.561100006103516,395279000.0,NVIDIA
2023-04-11,27.70600728201999,27.771964430932886,27.108393921533427,27.1513671875,314378000.0,NVIDIA
2023-04-12,27.352236262733783,27.45017222858766,26.43083380500762,26.47780418395996,446259000.0,NVIDIA
2023-04-13,26.7166476867757,26.869548260916794,26.31191176986607,26.445823669433594,353615000.0,NVIDIA
2023-04-14,26.486800040275686,26.86555379993831,26.20298394452447,26.74063491821289,395660000.0,NVIDIA
2023-04-17,26.547761311286525,26.988475111317545,26.41584700251684,26.984477996826172,321471000.0,NVIDIA
2023-04-18,27.515132130784668,28.091757324454164,27.33924575942383,27.649044036865234,604812000.0,NVIDIA
2023-04-19,27.343240685548253,27.98182586482497,27.214324706114123,27.912870407104492,358660000.0,NVIDIA
2023-04-20,27.653038100145313,28.011806229811754,26.982474123350794,27.086406707763672,427713000.0,NVIDIA
2023-04-21,26.93450514321989,27.165356100991744,26.70465489349958,27.101396560668945,345103000.0,NVIDIA
2023-04-24,26.995465982671657,27.348235579918473,26.653687018838276,27.024446487426758,339282000.0,NVIDIA
2023-04-25,27.06042517631063,27.2293161185349,26.207980048962167,26.223968505859375,378527000.0,NVIDIA
2023-04-26,26.98447484193406,27.31226106523399,26.687666728848185,26.93850326538086,406337000.0,NVIDIA
2023-04-27,27.345240361377464,27.47715465361365,26.60771850599663,27.208328247070312,377161000.0,NVIDIA
2023-04-28,27.20733314471315,27.739986302047615,27.053431845436577,27.730993270874023,292216000.0,NVIDIA
2023-05-01,27.82193199383704,29.039141923615947,27.76197146754515,28.891237258911133,570329000.0,NVIDIA
2023-05-02,28.661386629023887,28.81728552032771,28.0647739674423,28.19169044494629,402730000.0,NVIDIA
2023-05-03,27.821930062469157,28.348588429903444,27.454168889483142,27.783954620361328,383387000.0,NVIDIA
2023-05-04,27.63305228202087,27.840917463312735,27.22231974162607,27.544111251831055,321850000.0,NVIDIA
2023-05-05,27.80794065911765,28.736336669906983,27.71300300195752,28.661386489868164,361494000.0,NVIDIA
2023-05-08,28.503484856309754,29.201031717397843,28.33159752844978,29.132076263427734,344979000.0,NVIDIA
2023-05-09,28.880240185650283,28.954191553341325,28.431532251755662,28.552452087402344,314869000.0,NVIDIA
2023-05-10,28.986173947740745,29.094105560009464,28.44252830281305,28.866252899169922,369350000.0,NVIDIA
2023-05-11,28.87724453995884,28.931210344411994,28.227666813122973,28.559450149536133,322149000.0,NVIDIA
2023-05-12,28.51048218586155,28.761320627980606,28.02779588194695,28.321605682373047,274222000.0,NVIDIA
2023-05-15,28.48949703703172,28.95019827906706,28.133729096093575,28.934207916259766,293926000.0,NVIDIA
2023-05-16,28.82228386631905,29.850617354397016,28.81329083509019,29.194042205810547,449405000.0,NVIDIA
2023-05-17,29.56479859708841,30.17939921213159,29.410899219353887,30.15841293334961,432535000.0,NVIDIA
2023-05-18,30.390263479848883,31.807342452955133,30.30032173818178,31.657440185546875,748725000.0,NVIDIA
2023-05-19,31.515532395418244,31.559504464567972,30.895935843609628,31.243709564208984,473908000.0,NVIDIA
2023-05-22,30.880944390289034,31.499544048329298,30.660089053951964,31.1557674407959,372000000.0,NVIDIA
2023-05-23,30.979879050427765,31.267692227057807,30.61111907309606,30.668081283569336,356253000.0,NVIDIA
2023-05-24,30.19039081167834,30.587134398271413,29.786653705153253,30.518178939819336,721419000.0,NVIDIA
2023-05-25,38.497995807341425,39.454375407130364,36.61122070862838,37.95534896850586,1543911000.0,NVIDIA
2023-05-26,37.865408555661546,39.14457660817056,37.52562906518615,38.92072296142578,714397000.0,NVIDIA
2023-05-30,40.56865561638492,41.91078253323842,39.92307495310247,40.08496856689453,923401000.0,NVIDIA
2023-05-31,39.46237425088699,40.268849776250754,37.797454992351554,37.8094482421875,1002580000.0,NVIDIA
2023-06-01,38.46401952597585,40.02400727959351,38.31511796351833,39.74419021606445,635873000.0,NVIDIA
2023-06-02,40.070980123808866,40.473718484515544,39.03265289434997,39.30147933959961,482731000.0,NVIDIA
2023-06-05,38.88374928722303,39.539321788375425,38.68188071638041,39.14558029174805,396094000.0,NVIDIA
2023-06-06,38.804802160748494,39.13458601689933,38.123241741889736,38.62891387939453,388729000.0,NVIDIA
2023-06-07,38.89376845678286,39.47744945385498,37.33561714302101,37.454551696777344,511998000.0,NVIDIA
2023-06-08,37.703420255024895,38.842797765126164,37.48454176498526,38.488990783691406,417772000.0,NVIDIA
2023-06-09,39.01569674007006,39.68932873307715,38.545955805851406,38.748844146728516,427717000.0,NVIDIA
2023-06-12,39.17860923951469,39.5084271752558,38.59692610612492,39.460453033447266,388701000.0,NVIDIA
2023-06-13,40.164076100144555,41.0785778084364,39.71832028335553,40.99961853027344,613208000.0,NVIDIA
2023-06-14,40.8017229530102,42.97653416086688,40.52986821598953,42.97353744506836,740465000.0,NVIDIA
2023-06-15,42.57875935956908,43.265384836246646,42.12400575806211,42.629730224609375,568622000.0,NVIDIA
2023-06-16,43.426294660759105,43.69714671301747,42.63772367115166,42.66870880126953,655709000.0,NVIDIA
2023-06-20,42.974540163328015,43.96599947936296,42.65071563542564,43.784095764160156,451153000.0,NVIDIA
2023-06-21,43.4772635468863,43.59120357044556,42.05704128100148,43.02151107788086,551603000.0,NVIDIA
2023-06-22,42.22994767790135,43.40230809572924,42.21096084923493,43.001529693603516,417737000.0,NVIDIA
2023-06-23,42.440832245341774,42.78564141996851,41.99207590923577,42.185970306396484,358140000.0,NVIDIA
2023-06-26,42.43782552753006,42.74066156890999,40.07811397770065,40.609825134277344,594322000.0,NVIDIA
2023-06-27,40.77673742484644,41.91711366832996,40.42593102539138,41.8531494140625,462175000.0,NVIDIA
2023-06-28,40.637811188976045,41.82216589254702,40.49589038816184,41.09456253051758,582639000.0,NVIDIA
2023-06-29,41.53532693406014,41.57730383820015,40.57784938235287,40.79972839355469,380514000.0,NVIDIA
2023-06-30,41.657260733272246,42.526785015369995,41.47835753719588,42.2789192199707,501148000.0,NVIDIA
2023-07-03,42.49379394826778,42.87458652984195,42.17896723717826,42.38985061645508,198209000.0,NVIDIA
2023-07-05,42.112011067613764,43.15344240900505,42.062039108236945,42.293914794921875,323618000.0,NVIDIA
2023-07-06,41.82117097723614,42.15598728056081,41.32344159639819,42.08002853393555,303582000.0,NVIDIA
2023-07-07,42.298900207687375,43.19041547884926,42.156979416123605,42.479801177978516,355881000.0,NVIDIA
2023-07-10,42.633723309603205,42.787638599844065,41.6262701482501,42.156982421875,353908000.0,NVIDIA
2023-07-11,42.45782520987243,42.73467453078964,42.044053399323744,42.381866455078125,298244000.0,NVIDIA
2023-07-12,43.00952257917707,43.91103088418023,42.753661731653004,43.878047943115234,481277000.0,NVIDIA
2023-07-13,44.49371214998775,46.12981621305511,44.46772535978278,45.9519157409668,478204000.0,NVIDIA
2023-07-14,46.55758543157375,48.061765401261425,45.0354175393941,45.44419479370117,772075000.0,NVIDIA
2023-07-17,46.263750441997075,46.470634441237095,45.23731025174965,46.43565368652344,510488000.0,NVIDIA
2023-07-18,46.675519644053644,47.86986733415163,45.709048195215274,47.46808624267578,569164000.0,NVIDIA
2023-07-19,47.43810905052816,47.79191603474013,46.71650278011759,47.05131912231445,427502000.0,NVIDIA
2023-07-20,46.481623930021314,47.061309289375785,45.03741268358768,45.49516296386719,537865000.0,NVIDIA
2023-07-21,45.7630136202291,45.84097398700811,44.07593496513591,44.284820556640625,963769000.0,NVIDIA
2023-07-24,44.70658865527382,45.08438454090298,44.01596766528733,44.58765411376953,382516000.0,NVIDIA
2023-07-25,44.916483110194,46.15780227032599,44.89849137503462,45.65407943725586,348081000.0,NVIDIA
2023-07-26,45.995890105777626,46.02787414060496,44.60565021693435,45.42720031738281,364237000.0,NVIDIA
2023-07-27,46.49361978738997,47.3691412842477,45.72503835474356,45.87495803833008,455976000.0,NVIDIA
2023-07-28,46.64253893821814,47.00134424016971,46.35569676531063,46.72449493408203,331194000.0,NVIDIA
2023-07-31,46.728490538955285,47.10428482748887,46.480624760835596,46.7035026550293,251055000.0,NVIDIA
2023-08-01,46.43465317394585,46.87441557525887,46.0018907359496,46.48162841796875,237858000.0,NVIDIA
2023-08-02,45.80599828780853,45.81499224934551,43.363331362198146,44.244850158691406,530142000.0,NVIDIA
2023-08-03,43.776104929829536,45.09338671149574,43.776104929829536,44.49071502685547,324176000.0,NVIDIA
2023-08-04,44.96045829684696,45.617097541524984,44.36878221779862,44.65562438964844,362666000.0,NVIDIA
2023-08-07,45.086386746173794,45.51515353063665,44.53868540861367,45.39221954345703,322154000.0,NVIDIA
2023-08-08,44.82852923844918,45.217316942470724,44.03196319010825,44.63963317871094,353843000.0,NVIDIA
2023-08-09,44.249839662592294,44.28782094053219,42.11100798733163,42.53078079223633,586449000.0,NVIDIA
2023-08-10,42.13699953791343,43.550229596888094,41.81217607853569,42.36487579345703,492705000.0,NVIDIA
2023-08-11,41.72822134358296,41.995077780865394,40.61682850581949,40.83271026611328,533085000.0,NVIDIA
2023-08-14,40.463906685181655,43.776097398299775,40.289002945920664,43.729122161865234,690286000.0,NVIDIA
2023-08-15,44.535687703362775,45.24330157403039,43.68614920885437,43.91602325439453,676512000.0,NVIDIA
2023-08-16,44.49570885554983,44.65062306232533,43.38231446466475,43.46227264404297,527451000.0,NVIDIA
2023-08-17,43.946012384081264,44.03796124585501,42.97753927506928,43.32035446166992,452395000.0,NVIDIA
2023-08-18,42.61173994421543,43.55422630893718,41.63727335430421,43.2753791809082,583768000.0,NVIDIA
2023-08-21,44.46972171576776,47.03931801786047,44.1978707707313,46.94137191772461,692573000.0,NVIDIA
2023-08-22,48.108730641843266,48.16070421705832,45.308261577730654,45.6430778503418,755293000.0,NVIDIA
2023-08-23,45.84097961779093,47.174251508019,45.18333763432702,47.09029769897461,779046000.0,NVIDIA
2023-08-24,50.18860388203468,50.23857584163044,47.13327244470362,47.13726806640625,1156044000.0,NVIDIA
2023-08-25,46.9863542513935,47.77892090852691,44.999436003373106,45.992897033691406,925341000.0,NVIDIA
2023-08-28,46.45663639493685,46.9543657684175,44.863508175320256,46.809444427490234,685192000.0,NVIDIA
2023-08-29,46.640540743084706,49.05422410380392,46.365689250102406,48.75738525390625,701397000.0,NVIDIA
2023-08-30,49.01723659596874,49.89975418473673,48.39857488779277,49.237117767333984,735206000.0,NVIDIA
2023-08-31,49.353059479355466,49.71685929593791,48.93128883683363,49.32807159423828,528570000.0,NVIDIA
2023-09-01,49.73485494683887,49.772832417582066,48.11573594167944,48.48253631591797,463830000.0,NVIDIA
2023-09-05,48.196691434350704,48.824350993462005,47.83389050664192,48.521514892578125,382653000.0,NVIDIA
2023-09-06,48.41855768556727,48.52650554110728,46.55841988311631,47.0391960144043,468670000.0,NVIDIA
2023-09-07,45.50390990685552,46.32253071023721,45.13108161869616,46.21957778930664,433330000.0,NVIDIA
2023-09-08,45.920715564296074,46.584405572056994,45.25002501733814,45.55088424682617,473069000.0,NVIDIA
2023-09-11,46.1266142635962,46.14160670266933,44.29146651279777,45.157066345214844,473966000.0,NVIDIA
2023-09-12,44.7172700232729,45.65183817230261,44.510365202730895,44.84920883178711,349256000.0,NVIDIA
2023-09-13,44.57933609209525,45.90872175707665,44.482380908447524,45.46392822265625,398355000.0,NVIDIA
2023-09-14,45.92871163748155,45.96569324434591,45.11009084488952,45.55988311767578,370097000.0,NVIDIA
2023-09-15,45.319995927008314,45.57787583202591,43.78770512533303,43.87966537475586,506831000.0,NVIDIA
2023-09-18,42.72819494263605,44.22150221868088,41.980540410534175,43.94562911987305,500271000.0,NVIDIA
2023-09-19,43.81269066855042,43.94562846497067,42.98207442166159,43.49983596801758,373064000.0,NVIDIA
2023-09-20,43.579802461208814,43.88266351133672,42.203441401322486,42.21943283081055,367108000.0,NVIDIA
2023-09-21,41.563736977268604,42.08049577030541,40.96101567472074,40.99799728393555,450736000.0,NVIDIA
2023-09-22,41.552736723974945,42.09548821247719,41.21189511865896,41.590721130371094,479236000.0,NVIDIA
2023-09-25,41.571730182940165,42.516292052357294,41.157920528062995,42.20243835449219,419091000.0,NVIDIA
2023-09-26,41.981544768615734,42.80016565537031,41.63570436324995,41.89158630371094,402282000.0,NVIDIA
2023-09-27,42.31039336126926,42.85214210831798,41.60971787103185,42.448326110839844,444935000.0,NVIDIA
2023-09-28,42.4403244191023,43.42586759785592,42.095486874346165,43.069034576416016,424663000.0,NVIDIA
2023-09-29,43.80669465697379,44.123549133326094,43.28693511492848,43.47884750366211,397830000.0,NVIDIA
2023-10-02,44.00959530378771,45.15406516901344,43.84067489943253,44.76124954223633,433298000.0,NVIDIA
2023-10-03,44.7872398839657,45.10909311668892,43.22596325710491,43.4968376159668,470850000.0,NVIDIA
2023-10-04,43.72173429497183,44.12254948213482,43.27194202372295,44.02059555053711,361821000.0,NVIDIA
2023-10-05,44.02958867771598,44.87919711812437,43.867664991028235,44.667293548583984,393483000.0,NVIDIA
2023-10-06,44.17252932671095,45.76779068476559,44.00560686892616,45.74080276489258,434436000.0,NVIDIA
2023-10-09,44.82122173529832,45.583868691074,44.34744233696588,45.25202178955078,409675000.0,NVIDIA
